CHUNKS_N,CHUNKS_H,uSs,CONTAINERS,DFs
"[(60, 61)]","[('2f0819dfc92c37d1da8c6e85bb61db78436f025d', 'cb0ce153355f7ffbb068e6496733e631b325688e')]","{'zipkin', 'client', 'user', 'config'}","{Container(image='erdaoya/cloud-turbine-dashbord', build=None, container_name='turbine'), Container(image='rabbitmq', build=None, container_name='rabbitmq'), Container(image='erdaoya/cloud-eureka-service', build=None, container_name='eureka'), Container(image='erdaoya/cloud-zipkin-ui', build=None, container_name='zipkin'), Container(image='erdaoya/cloud-user-service', build=None, container_name='user'), Container(image='erdaoya/cloud-service-client', build=None, container_name='client'), Container(image='erdaoya/cloud-data-mysql', build=None, container_name='mysql'), Container(image='erdaoya/cloud-config-service', build=None, container_name='config'), Container(image='erdaoya/cloud-api-gateway', build=None, container_name='gateway')}","['cloud-api-gateway/src/main/docker/Dockerfile', 'cloud-config-service/src/main/docker/Dockerfile', 'cloud-data-mysql/src/main/docker/Dockerfile', 'cloud-eureka-service/src/main/docker/Dockerfile', 'cloud-service-client/src/main/docker/Dockerfile', 'cloud-turbine-dashbord/src/main/docker/Dockerfile', 'cloud-user-service/src/main/docker/Dockerfile', 'cloud-zipkin-ui/src/main/docker/Dockerfile']"
"[(62, 64)]","[('9479465bd05ad2b0bee4ef5cb23edea45181eef7', '24c64f19cecf3f5871202ac4c5d4e5853f4e48bd')]","{'zipkin', 'client', 'user', 'config'}","{Container(image='erdaoya/cloud-config-server', build=None, container_name='config'), Container(image='erdaoya/cloud-turbine-dashbord', build=None, container_name='turbine'), Container(image='rabbitmq', build=None, container_name='rabbitmq'), Container(image='erdaoya/cloud-eureka-server', build=None, container_name='eureka'), Container(image='erdaoya/cloud-zipkin-ui', build=None, container_name='zipkin'), Container(image='erdaoya/cloud-user-service', build=None, container_name='user'), Container(image='erdaoya/cloud-service-client', build=None, container_name='client'), Container(image='erdaoya/cloud-data-mysql', build=None, container_name='mysql'), Container(image='erdaoya/cloud-api-gateway', build=None, container_name='gateway')}","['cloud-api-gateway/src/main/docker/Dockerfile', 'cloud-config-server/src/main/docker/Dockerfile', 'cloud-data-mysql/src/main/docker/Dockerfile', 'cloud-eureka-server/src/main/docker/Dockerfile', 'cloud-service-client/src/main/docker/Dockerfile', 'cloud-turbine-dashbord/src/main/docker/Dockerfile', 'cloud-user-service/src/main/docker/Dockerfile', 'cloud-zipkin-ui/src/main/docker/Dockerfile']"
"[(65, 69)]","[('e939e3804be860e8f5cdbe504459b12fb20a1352', 'fa98db1ba18ac6929824ca5248a66d17bb98e789')]","{'zipkin', 'user', 'ext', 'config'}","{Container(image='erdaoya/cloud-config-server', build=None, container_name='config'), Container(image='erdaoya/cloud-turbine-dashbord', build=None, container_name='turbine'), Container(image='rabbitmq', build=None, container_name='rabbitmq'), Container(image='erdaoya/cloud-eureka-server', build=None, container_name='eureka'), Container(image='erdaoya/cloud-service-ext', build=None, container_name='ext'), Container(image='erdaoya/cloud-zipkin-ui', build=None, container_name='zipkin'), Container(image='erdaoya/cloud-user-service', build=None, container_name='user'), Container(image='erdaoya/cloud-data-mysql', build=None, container_name='mysql'), Container(image='erdaoya/cloud-api-gateway', build=None, container_name='gateway')}","['cloud-api-gateway/src/main/docker/Dockerfile', 'cloud-config-server/src/main/docker/Dockerfile', 'cloud-data-mysql/src/main/docker/Dockerfile', 'cloud-eureka-server/src/main/docker/Dockerfile', 'cloud-service-ext/src/main/docker/Dockerfile', 'cloud-turbine-dashbord/src/main/docker/Dockerfile', 'cloud-user-service/src/main/docker/Dockerfile', 'cloud-zipkin-ui/src/main/docker/Dockerfile']"
"[(70, 70)]","[('47e1ba27886df0d966463c21ae51b1596d53db70', '47e1ba27886df0d966463c21ae51b1596d53db70')]","{'zipkin', 'user', 'ext', 'config'}","{Container(image='erdaoya/cloud-config-server', build=None, container_name='config'), Container(image='erdaoya/cloud-turbine-dashbord', build=None, container_name='turbine'), Container(image='rabbitmq', build=None, container_name='rabbitmq'), Container(image='erdaoya/cloud-eureka-server', build=None, container_name='eureka'), Container(image='erdaoya/cloud-service-ext', build=None, container_name='ext'), Container(image='erdaoya/cloud-zipkin-ui', build=None, container_name='zipkin'), Container(image='erdaoya/cloud-user-service', build=None, container_name='user'), Container(image='erdaoya/cloud-data-mysql', build=None, container_name='mysql'), Container(image='erdaoya/cloud-api-gateway', build=None, container_name='gateway')}","['cloud-api-gateway/src/main/docker/Dockerfile', 'cloud-config-server/src/main/docker/Dockerfile', 'cloud-data-mysql/src/main/docker/Dockerfile', 'cloud-eureka-server/src/main/docker/Dockerfile', 'cloud-service-ext/src/main/docker/Dockerfile', 'cloud-trade-service/src/main/docker/Dockerfile', 'cloud-turbine-dashbord/src/main/docker/Dockerfile', 'cloud-user-service/src/main/docker/Dockerfile', 'cloud-zipkin-ui/src/main/docker/Dockerfile']"
"[(71, 77)]","[('cb7b418b388b385975de2ec0d483c46dbe648a41', '48738173cb41b0c1eda569a19a008944d56d3558')]","{'zipkin', 'user', 'config', 'trade', 'ext'}","{Container(image='erdaoya/cloud-config-server', build=None, container_name='config'), Container(image='erdaoya/cloud-api-gateway', build=None, container_name='gateway'), Container(image='erdaoya/cloud-turbine-dashbord', build=None, container_name='turbine'), Container(image='rabbitmq', build=None, container_name='rabbitmq'), Container(image='erdaoya/cloud-eureka-server', build=None, container_name='eureka'), Container(image='erdaoya/cloud-service-ext', build=None, container_name='ext'), Container(image='erdaoya/cloud-zipkin-ui', build=None, container_name='zipkin'), Container(image='erdaoya/cloud-user-service', build=None, container_name='user'), Container(image='erdaoya/cloud-data-mysql', build=None, container_name='mysql'), Container(image='erdaoya/cloud-trade-service', build=None, container_name='trade')}","['cloud-api-gateway/src/main/docker/Dockerfile', 'cloud-config-server/src/main/docker/Dockerfile', 'cloud-data-mysql/src/main/docker/Dockerfile', 'cloud-eureka-server/src/main/docker/Dockerfile', 'cloud-service-ext/src/main/docker/Dockerfile', 'cloud-trade-service/src/main/docker/Dockerfile', 'cloud-turbine-dashbord/src/main/docker/Dockerfile', 'cloud-user-service/src/main/docker/Dockerfile', 'cloud-zipkin-ui/src/main/docker/Dockerfile']"
"[(78, 85)]","[('691bb4c5007f81f9c987a714fc594006462ad93e', 'b691e975348bbcc4fdc6c711a73d9d0ce1a61c7b')]","{'zipkin', 'user', 'config', 'admin', 'trade', 'ext'}","{Container(image='erdaoya/cloud-config-server', build=None, container_name='config'), Container(image='erdaoya/cloud-api-gateway', build=None, container_name='gateway'), Container(image='erdaoya/cloud-admin-ui', build=None, container_name='admin'), Container(image='erdaoya/cloud-turbine-dashbord', build=None, container_name='turbine'), Container(image='rabbitmq', build=None, container_name='rabbitmq'), Container(image='erdaoya/cloud-eureka-server', build=None, container_name='eureka'), Container(image='erdaoya/cloud-service-ext', build=None, container_name='ext'), Container(image='erdaoya/cloud-zipkin-ui', build=None, container_name='zipkin'), Container(image='erdaoya/cloud-user-service', build=None, container_name='user'), Container(image='erdaoya/cloud-data-mysql', build=None, container_name='mysql'), Container(image='erdaoya/cloud-trade-service', build=None, container_name='trade')}","['cloud-admin-ui/src/main/docker/Dockerfile', 'cloud-api-gateway/src/main/docker/Dockerfile', 'cloud-config-server/src/main/docker/Dockerfile', 'cloud-data-mysql/src/main/docker/Dockerfile', 'cloud-eureka-server/src/main/docker/Dockerfile', 'cloud-service-ext/src/main/docker/Dockerfile', 'cloud-trade-service/src/main/docker/Dockerfile', 'cloud-turbine-dashbord/src/main/docker/Dockerfile', 'cloud-user-service/src/main/docker/Dockerfile', 'cloud-zipkin-ui/src/main/docker/Dockerfile']"
"[(86, 90)]","[('6496d0a4fc51d46ff524f907db52bbdab5e11483', 'bfab4fa0126d9e64dc287410ce726709a6682ca6')]","{'zipkin', 'user', 'config', 'admin', 'trade', 'ext'}","{Container(image='erdaoya/cloud-config-server', build=None, container_name='config'), Container(image='erdaoya/cloud-api-gateway', build=None, container_name='gateway'), Container(image='erdaoya/cloud-admin-ui', build=None, container_name='admin'), Container(image='erdaoya/cloud-turbine-dashboard', build=None, container_name='turbine'), Container(image='rabbitmq', build=None, container_name='rabbitmq'), Container(image='erdaoya/cloud-eureka-server', build=None, container_name='eureka'), Container(image='erdaoya/cloud-service-ext', build=None, container_name='ext'), Container(image='erdaoya/cloud-zipkin-ui', build=None, container_name='zipkin'), Container(image='erdaoya/cloud-user-service', build=None, container_name='user'), Container(image='erdaoya/cloud-data-mysql', build=None, container_name='mysql'), Container(image='erdaoya/cloud-trade-service', build=None, container_name='trade')}","['cloud-admin-ui/src/main/docker/Dockerfile', 'cloud-api-gateway/src/main/docker/Dockerfile', 'cloud-config-server/src/main/docker/Dockerfile', 'cloud-data-mysql/src/main/docker/Dockerfile', 'cloud-eureka-server/src/main/docker/Dockerfile', 'cloud-service-ext/src/main/docker/Dockerfile', 'cloud-trade-service/src/main/docker/Dockerfile', 'cloud-user-service/src/main/docker/Dockerfile', 'cloud-zipkin-ui/src/main/docker/Dockerfile']"
"[(91, 128)]","[('c2bf3139df1dac3d5b4ceb15edf7dbf942a3ced2', '9fcccc1b8ae04655c9ee44dda9d2f9fe2ff92420')]","{'zipkin', 'user', 'config', 'admin', 'trade', 'ext'}","{Container(image='erdaoya/cloud-config-server', build=None, container_name='config'), Container(image='erdaoya/cloud-api-gateway', build=None, container_name='gateway'), Container(image='erdaoya/cloud-admin-ui', build=None, container_name='admin'), Container(image='erdaoya/cloud-turbine-dashboard', build=None, container_name='turbine'), Container(image='rabbitmq', build=None, container_name='rabbitmq'), Container(image='erdaoya/cloud-eureka-server', build=None, container_name='eureka'), Container(image='erdaoya/cloud-service-ext', build=None, container_name='ext'), Container(image='erdaoya/cloud-zipkin-ui', build=None, container_name='zipkin'), Container(image='erdaoya/cloud-user-service', build=None, container_name='user'), Container(image='erdaoya/cloud-data-mysql', build=None, container_name='mysql'), Container(image='erdaoya/cloud-trade-service', build=None, container_name='trade')}","['cloud-admin-ui/src/main/docker/Dockerfile', 'cloud-api-gateway/src/main/docker/Dockerfile', 'cloud-config-server/src/main/docker/Dockerfile', 'cloud-data-mysql/src/main/docker/Dockerfile', 'cloud-eureka-server/src/main/docker/Dockerfile', 'cloud-service-ext/src/main/docker/Dockerfile', 'cloud-trade-service/src/main/docker/Dockerfile', 'cloud-turbine-dashboard/src/main/docker/Dockerfile', 'cloud-user-service/src/main/docker/Dockerfile', 'cloud-zipkin-ui/src/main/docker/Dockerfile']"
"[(129, 132)]","[('b600ea9127c059ae30048f3f945ffa52b26f83cb', '3ece00def1e40eaf62e5a7c43a6747e399ed5537')]","{'zipkin', 'user', 'config', 'admin', 'trade', 'ext'}","{Container(image='erdaoya/cloud-config-server', build=None, container_name='config'), Container(image='erdaoya/cloud-api-gateway', build=None, container_name='gateway'), Container(image='erdaoya/cloud-admin-ui', build=None, container_name='admin'), Container(image='erdaoya/cloud-turbine-dashboard', build=None, container_name='turbine'), Container(image='rabbitmq', build=None, container_name='rabbitmq'), Container(image='erdaoya/cloud-eureka-server', build=None, container_name='eureka'), Container(image='erdaoya/cloud-service-ext', build=None, container_name='ext'), Container(image='erdaoya/cloud-zipkin-ui', build=None, container_name='zipkin'), Container(image='erdaoya/cloud-user-service', build=None, container_name='user'), Container(image='erdaoya/cloud-data-mysql', build=None, container_name='mysql'), Container(image='erdaoya/cloud-trade-service', build=None, container_name='trade')}","['cloud-admin-ui/src/main/docker/Dockerfile', 'cloud-api-gateway/src/main/docker/Dockerfile', 'cloud-comx/src/main/docker/Dockerfile', 'cloud-config-server/src/main/docker/Dockerfile', 'cloud-data-mysql/src/main/docker/Dockerfile', 'cloud-eureka-server/src/main/docker/Dockerfile', 'cloud-service-ext/src/main/docker/Dockerfile', 'cloud-trade-service/src/main/docker/Dockerfile', 'cloud-turbine-dashboard/src/main/docker/Dockerfile', 'cloud-user-service/src/main/docker/Dockerfile', 'cloud-zipkin-ui/src/main/docker/Dockerfile']"
"[(133, 133)]","[('57a0decfa8465216f4fa1caa2d195192a6f6b61c', '57a0decfa8465216f4fa1caa2d195192a6f6b61c')]","{'zipkin', 'user', 'comx', 'config', 'admin', 'trade', 'ext'}","{Container(image='erdaoya/cloud-config-server', build=None, container_name='config'), Container(image='erdaoya/cloud-api-gateway', build=None, container_name='gateway'), Container(image='erdaoya/cloud-admin-ui', build=None, container_name='admin'), Container(image='erdaoya/cloud-turbine-dashboard', build=None, container_name='turbine'), Container(image='erdaoya/cloud-comx', build=None, container_name='comx'), Container(image='erdaoya/cloud-eureka-server', build=None, container_name='eureka'), Container(image='rabbitmq', build=None, container_name='rabbitmq'), Container(image='erdaoya/cloud-service-ext', build=None, container_name='ext'), Container(image='erdaoya/cloud-zipkin-ui', build=None, container_name='zipkin'), Container(image='erdaoya/cloud-user-service', build=None, container_name='user'), Container(image='erdaoya/cloud-data-mysql', build=None, container_name='mysql'), Container(image='erdaoya/cloud-trade-service', build=None, container_name='trade')}","['cloud-admin-ui/src/main/docker/Dockerfile', 'cloud-api-gateway/src/main/docker/Dockerfile', 'cloud-comx/src/main/docker/Dockerfile', 'cloud-config-server/src/main/docker/Dockerfile', 'cloud-data-mysql/src/main/docker/Dockerfile', 'cloud-eureka-server/src/main/docker/Dockerfile', 'cloud-service-ext/src/main/docker/Dockerfile', 'cloud-trade-service/src/main/docker/Dockerfile', 'cloud-turbine-dashboard/src/main/docker/Dockerfile', 'cloud-user-service/src/main/docker/Dockerfile', 'cloud-zipkin-ui/src/main/docker/Dockerfile']"
"[(134, 134)]","[('24a4ac99e8b7bc46d84541b2b889c920471884d9', '24a4ac99e8b7bc46d84541b2b889c920471884d9')]","{'zipkin', 'user', 'config', 'admin', 'trade', 'ext'}","{Container(image='erdaoya/cloud-config-server', build=None, container_name='config'), Container(image='erdaoya/cloud-api-gateway', build=None, container_name='gateway'), Container(image='erdaoya/cloud-admin-ui', build=None, container_name='admin'), Container(image='erdaoya/cloud-turbine-dashboard', build=None, container_name='turbine'), Container(image='rabbitmq', build=None, container_name='rabbitmq'), Container(image='erdaoya/cloud-eureka-server', build=None, container_name='eureka'), Container(image='erdaoya/cloud-service-ext', build=None, container_name='ext'), Container(image='erdaoya/cloud-zipkin-ui', build=None, container_name='zipkin'), Container(image='erdaoya/cloud-user-service', build=None, container_name='user'), Container(image='erdaoya/cloud-data-mysql', build=None, container_name='mysql'), Container(image='erdaoya/cloud-trade-service', build=None, container_name='trade')}","['cloud-admin-ui/src/main/docker/Dockerfile', 'cloud-api-gateway/src/main/docker/Dockerfile', 'cloud-comx/src/main/docker/Dockerfile', 'cloud-config-server/src/main/docker/Dockerfile', 'cloud-data-mysql/src/main/docker/Dockerfile', 'cloud-eureka-server/src/main/docker/Dockerfile', 'cloud-service-ext/src/main/docker/Dockerfile', 'cloud-trade-service/src/main/docker/Dockerfile', 'cloud-turbine-dashboard/src/main/docker/Dockerfile', 'cloud-user-service/src/main/docker/Dockerfile', 'cloud-zipkin-ui/src/main/docker/Dockerfile']"
"[(135, 139)]","[('620c1eb055858d54f97c1bf3ba4a0efa96aabf62', '5f578030f662493f322add8998cd712931790766')]","{'zipkin', 'user', 'comx', 'config', 'admin', 'trade', 'ext'}","{Container(image='erdaoya/cloud-config-server', build=None, container_name='config'), Container(image='erdaoya/cloud-api-gateway', build=None, container_name='gateway'), Container(image='erdaoya/cloud-admin-ui', build=None, container_name='admin'), Container(image='erdaoya/cloud-turbine-dashboard', build=None, container_name='turbine'), Container(image='erdaoya/cloud-comx', build=None, container_name='comx'), Container(image='erdaoya/cloud-eureka-server', build=None, container_name='eureka'), Container(image='rabbitmq', build=None, container_name='rabbitmq'), Container(image='erdaoya/cloud-service-ext', build=None, container_name='ext'), Container(image='erdaoya/cloud-zipkin-ui', build=None, container_name='zipkin'), Container(image='erdaoya/cloud-user-service', build=None, container_name='user'), Container(image='erdaoya/cloud-data-mysql', build=None, container_name='mysql'), Container(image='erdaoya/cloud-trade-service', build=None, container_name='trade')}","['cloud-admin-ui/src/main/docker/Dockerfile', 'cloud-api-gateway/src/main/docker/Dockerfile', 'cloud-comx/src/main/docker/Dockerfile', 'cloud-config-server/src/main/docker/Dockerfile', 'cloud-data-mysql/src/main/docker/Dockerfile', 'cloud-eureka-server/src/main/docker/Dockerfile', 'cloud-service-ext/src/main/docker/Dockerfile', 'cloud-trade-service/src/main/docker/Dockerfile', 'cloud-turbine-dashboard/src/main/docker/Dockerfile', 'cloud-user-service/src/main/docker/Dockerfile', 'cloud-zipkin-ui/src/main/docker/Dockerfile']"
"[(140, 142)]","[('b1bcf55debb4c03c95341964a6dfd5f8993b0b49', '8ad4320088f0aa5e08bc776a48ce718ce01a6b5c')]","{'zipkin', 'user', 'config', 'admin', 'trade', 'ext'}","{Container(image='erdaoya/cloud-config-server', build=None, container_name='config'), Container(image='erdaoya/cloud-api-gateway', build=None, container_name='gateway'), Container(image='erdaoya/cloud-admin-ui', build=None, container_name='admin'), Container(image='erdaoya/cloud-turbine-dashboard', build=None, container_name='turbine'), Container(image='rabbitmq', build=None, container_name='rabbitmq'), Container(image='erdaoya/cloud-eureka-server', build=None, container_name='eureka'), Container(image='erdaoya/cloud-service-ext', build=None, container_name='ext'), Container(image='erdaoya/cloud-zipkin-ui', build=None, container_name='zipkin'), Container(image='erdaoya/cloud-user-service', build=None, container_name='user'), Container(image='erdaoya/cloud-data-mysql', build=None, container_name='mysql'), Container(image='erdaoya/cloud-trade-service', build=None, container_name='trade')}","['cloud-admin-ui/src/main/docker/Dockerfile', 'cloud-api-gateway/src/main/docker/Dockerfile', 'cloud-config-server/src/main/docker/Dockerfile', 'cloud-data-mysql/src/main/docker/Dockerfile', 'cloud-eureka-server/src/main/docker/Dockerfile', 'cloud-service-ext/src/main/docker/Dockerfile', 'cloud-trade-service/src/main/docker/Dockerfile', 'cloud-turbine-dashboard/src/main/docker/Dockerfile', 'cloud-user-service/src/main/docker/Dockerfile', 'cloud-zipkin-ui/src/main/docker/Dockerfile']"
