CHUNKS_N,CHUNKS_H,uSs,CONTAINERS,DFs
"[(1, 67)]","[('36179f0387594b78a434bb50a6ddc168bc466910', '348fa9cf98e261541d193744b7b039a04d6aca52')]",set(),set(),[]
"[(68, 75)]","[('55452de1a09696052991533ac8fd2eaf73f44ded', 'c5d0998d14581b148a374824d5cab4b777ce55a4')]","{Microservice(name='registry', build=Build(context=None, rel_dockerfile='registry/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>), Microservice(name='account-mongodb', build=Build(context='mongodb', rel_dockerfile='Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='gateway', build=Build(context=None, rel_dockerfile='gateway/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>), Microservice(name='account-service', build=Build(context=None, rel_dockerfile='account-service/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>)}",set(),[]
"[(76, 76)]","[('d66e2a934a0252ff9fc6aa645e9683edf641bb21', 'd66e2a934a0252ff9fc6aa645e9683edf641bb21')]","{Microservice(name='account-mongodb', build=Build(context='mongodb', rel_dockerfile='Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='account-service', build=Build(context=None, rel_dockerfile='account-service/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>), Microservice(name='auth-service', build=Build(context=None, rel_dockerfile='auth-service/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>), Microservice(name='registry', build=Build(context=None, rel_dockerfile='registry/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>), Microservice(name='auth-mongodb', build=Build(context='mongodb', rel_dockerfile='Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_UNVERIFIED: 2>), Microservice(name='gateway', build=Build(context=None, rel_dockerfile='gateway/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>)}",set(),[]
"[(77, 77)]","[('ce3883eecdd13f5dfc18494b0d94631f04c4c64e', 'ce3883eecdd13f5dfc18494b0d94631f04c4c64e')]","{Microservice(name='registry', build=Build(context=None, rel_dockerfile='registry/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>), Microservice(name='account-mongodb', build=Build(context='mongodb', rel_dockerfile='Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='gateway', build=Build(context=None, rel_dockerfile='gateway/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>), Microservice(name='account-service', build=Build(context=None, rel_dockerfile='account-service/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>)}",set(),[]
"[(78, 104)]","[('833069fc642bb84769bdcd402ab73a0f4245f5a9', 'd98ed90fa0ea865c8f26ea7441fc97a9689c1d8e')]","{Microservice(name='account-mongodb', build=Build(context='mongodb', rel_dockerfile='Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='account-service', build=Build(context=None, rel_dockerfile='account-service/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>), Microservice(name='auth-service', build=Build(context=None, rel_dockerfile='auth-service/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>), Microservice(name='registry', build=Build(context=None, rel_dockerfile='registry/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>), Microservice(name='auth-mongodb', build=Build(context='mongodb', rel_dockerfile='Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_UNVERIFIED: 2>), Microservice(name='gateway', build=Build(context=None, rel_dockerfile='gateway/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>)}",set(),[]
"[(105, 106)]","[('11846756123ad3c527dfd87c9deb01039edd94ab', '4c9bb1ebad06f4c24318c6bfbd9dbf0df33cea0f')]","{Microservice(name='account-service', build=Build(context=None, rel_dockerfile='account-service/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>), Microservice(name='statistics-service', build=Build(context=None, rel_dockerfile='statistics-service/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>), Microservice(name='auth-service', build=Build(context=None, rel_dockerfile='auth-service/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>), Microservice(name='registry', build=Build(context=None, rel_dockerfile='registry/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>), Microservice(name='account-mongodb', build=Build(context='mongodb', rel_dockerfile='Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_UNVERIFIED: 2>), Microservice(name='auth-mongodb', build=Build(context='mongodb', rel_dockerfile='Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_UNVERIFIED: 2>), Microservice(name='statistics-mongodb', build=Build(context='mongodb', rel_dockerfile='Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='gateway', build=Build(context=None, rel_dockerfile='gateway/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>)}",set(),[]
"[(107, 107)]","[('fb64a0e54b94f3713824a3bdc8369ff5166875bd', 'fb64a0e54b94f3713824a3bdc8369ff5166875bd')]","{Microservice(name='notification-service', build=Build(context=None, rel_dockerfile='notification-service/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>), Microservice(name='account-service', build=Build(context=None, rel_dockerfile='account-service/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>), Microservice(name='statistics-service', build=Build(context=None, rel_dockerfile='statistics-service/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>), Microservice(name='auth-service', build=Build(context=None, rel_dockerfile='auth-service/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>), Microservice(name='registry', build=Build(context=None, rel_dockerfile='registry/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>), Microservice(name='account-mongodb', build=Build(context='mongodb', rel_dockerfile='Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_UNVERIFIED: 2>), Microservice(name='config', build=Build(context=None, rel_dockerfile='config/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>), Microservice(name='auth-mongodb', build=Build(context='mongodb', rel_dockerfile='Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_UNVERIFIED: 2>), Microservice(name='statistics-mongodb', build=Build(context='mongodb', rel_dockerfile='Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='gateway', build=Build(context=None, rel_dockerfile='gateway/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>)}",set(),[]
"[(108, 111)]","[('fbe4e01dda12293d1f99042b950d9c54b92fdb1c', '53baceb646fa4d54a2ffc36b3577246611500374')]","{Microservice(name='notification-service', build=Build(context=None, rel_dockerfile='notification-service/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>), Microservice(name='account-service', build=Build(context=None, rel_dockerfile='account-service/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>), Microservice(name='auth-service', build=Build(context=None, rel_dockerfile='auth-service/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>), Microservice(name='registry', build=Build(context=None, rel_dockerfile='registry/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>), Microservice(name='account-mongodb', build=Build(context='mongodb', rel_dockerfile='Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_UNVERIFIED: 2>), Microservice(name='config', build=Build(context=None, rel_dockerfile='config/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>), Microservice(name='statistics-service', build=Build(context=None, rel_dockerfile='statistics-service/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_NAME_MATCHED: 8>), Microservice(name='auth-mongodb', build=Build(context='mongodb', rel_dockerfile='Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_UNVERIFIED: 2>), Microservice(name='statistics-mongodb', build=Build(context='mongodb', rel_dockerfile='Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='gateway', build=Build(context=None, rel_dockerfile='gateway/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>)}",set(),[]
"[(112, 116)]","[('7badad71a953d06a0cebc8bbc7139ab73c87b6d5', '09e9a7ee0fae2ada49d47829e9a58240e0025115')]","{Microservice(name='statistics-mongodb', build=Build(context='mongodb', rel_dockerfile='Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_UNVERIFIED: 2>), Microservice(name='notification-service', build=Build(context=None, rel_dockerfile='notification-service/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>), Microservice(name='account-service', build=Build(context=None, rel_dockerfile='account-service/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>), Microservice(name='auth-service', build=Build(context=None, rel_dockerfile='auth-service/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>), Microservice(name='registry', build=Build(context=None, rel_dockerfile='registry/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>), Microservice(name='account-mongodb', build=Build(context='mongodb', rel_dockerfile='Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_UNVERIFIED: 2>), Microservice(name='statistics-service', build=Build(context=None, rel_dockerfile='statistics-service/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_NAME_MATCHED: 8>), Microservice(name='auth-mongodb', build=Build(context='mongodb', rel_dockerfile='Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_UNVERIFIED: 2>), Microservice(name='notification-mongodb', build=Build(context='mongodb', rel_dockerfile='Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='config', build=Build(context=None, rel_dockerfile='config/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>), Microservice(name='gateway', build=Build(context=None, rel_dockerfile='gateway/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>)}",set(),[]
"[(117, 124)]","[('99d13c0ccb3848e796b57de4911f18c21558136c', 'b4de7f38969e82aa4abef4e69585ffe251c8424d')]","{Microservice(name='statistics-mongodb', build=Build(context='mongodb', rel_dockerfile='Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_UNVERIFIED: 2>), Microservice(name='notification-service', build=Build(context=None, rel_dockerfile='notification-service/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>), Microservice(name='account-service', build=Build(context=None, rel_dockerfile='account-service/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>), Microservice(name='statistics-service', build=Build(context=None, rel_dockerfile='statistics-service/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>), Microservice(name='auth-service', build=Build(context=None, rel_dockerfile='auth-service/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>), Microservice(name='registry', build=Build(context=None, rel_dockerfile='registry/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>), Microservice(name='account-mongodb', build=Build(context='mongodb', rel_dockerfile='Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_UNVERIFIED: 2>), Microservice(name='auth-mongodb', build=Build(context='mongodb', rel_dockerfile='Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_UNVERIFIED: 2>), Microservice(name='notification-mongodb', build=Build(context='mongodb', rel_dockerfile='Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_VERIFIED: 1>), Microservice(name='config', build=Build(context=None, rel_dockerfile='config/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>), Microservice(name='gateway', build=Build(context=None, rel_dockerfile='gateway/Dockerfile', remote=False, absolute=False), confidence=<Confidence.BUILD_IMAGE_MATCHED: 4>)}",set(),[]
